proof,direct link,raw_date,rearranged_date
https://postlmg.cc/sxXST942,https://i.postimg.cc/M60DK9c1/1018-t62m-capt-25-11-22.jpg,25.11.2022,25/11/2022
https://postlmg.cc/zDP8jG93,https://i.postimg.cc/0x9j96nG/1006-t62m-capt-30-11-22.jpg,"30,11,2022",30/11/2022
https://postlmg.cc/fy03yn64,https://i.postimg.cc/mLm7dTjr/1001-t62m-2022-destr-15-03-23.png,15.03.2023,15/03/2023
https://postlmg.cc/LsC6DB9t,https://i.postimg.cc/5x1YxnDR/1004-t62mv-destr.jpg,2011.2022 2011,2011/2022/2011
https://postlmg.cc/MpCc949Z,https://i.postimg.cc/JRnbzCJX/T-62-MV-destroyed.png,17.10.2022,17/10/2022
https://postlmg.cc/T11BJSZh,https://i.postimg.cc/tqNypGkd/1036-t64mv-destr-30-06-23.jpg,06.2023 23,06/2023/23
https://postlmg.cc/PrJqBtcm,https://i.postimg.cc/cZM8tCB5/1011-t62mv-dam-14-02-23.jpg,14.02.2023,14/02/2023
https://postlmg.cc/MX2V8YzD,https://i.postimg.cc/3rWBmL6P/1501-t72mv-capt.jpg,"04 10,2022",04/10/2022
https://postlmg.cc/Tws21jVg,https://i.postimg.cc/388kLnWS/1001-t62mv-capt.jpg,19.10.2022,19/10/2022
https://postlmg.cc/J074zcv2,https://i.postimg.cc/WNgDS5nT/1010-t62mv-capt.jpg,"21,10,2022",21/10/2022
https://postlmg.cc/Y0dKr79d,https://i.postimg.cc/3rTKZJHQ/1010-t62mv-capt.jpg,15.11.2022,15/11/2022
https://postlmg.cc/K8PSTHMJ,https://i.postimg.cc/KxVZ6XvS/1032-t62mv-capt-22-02-23.jpg,22.02.2023,22/02/2023
https://postlmg.cc/fRWSdTBn,https://i.postimg.cc/X4dfTr5J/d32.png,2516/2022 2516,2516/2022/2516
https://postlmg.cc/v86rnJdt,https://i.postimg.cc/Ntdp3tJS/1040-T-64-A-dam-14-10-23.jpg,0202 14.1020,0202/14/1020
https://postlmg.cc/Dm38Wx0v,https://i.postimg.cc/1Rf6jTZq/669.png,313/2002 313,313/2002/313
https://postlmg.cc/Tw0Bjx5w,https://i.postimg.cc/TdvG6YRr/768.jpg,27.04.2022,27/04/2022
https://postlmg.cc/3JVy55q6,https://i.postimg.cc/vbH5nGtQ/d7.png,28.04.2022,28/04/2022
https://postlmg.cc/HnjRpt75,https://i.postimg.cc/7HNknsHB/f2gh.jpg,06.05.2022,06/05/2022
https://postlmg.cc/pTfSkjxd,https://i.postimg.cc/bzWjy0B1/23.jpg,12.05 13,12/05/13
https://postlmg.cc/brCYNNH4,https://i.postimg.cc/MZxn5ncZ/46.jpg,20.05.22,20/05/22
https://postlmg.cc/x1Ldg955,https://i.postimg.cc/Hdh7Yx7q/g55.jpg,06.06.2022,06/06/2022
https://postlmg.cc/t4vTP4WB,https://i.postimg.cc/D7nb9WZ3/1001.jpg,"17,07,2022",17/07/2022
https://postlmg.cc/BvnT06jT,https://i.postimg.cc/cdQXftZb/1002-t64bv.jpg,03.08.2022,03/08/2022
https://postlmg.cc/rmv7hXSY,https://i.postimg.cc/0kQxy9rx/1000-t64bv.jpg,09.08.2022,09/08/2022
https://postlmg.cc/y6bmyjgM,https://i.postimg.cc/nZH3ZwHh/1016-t64bv.jpg,2022 29.0320,2022/29/0320
https://postlmg.cc/8k7tNFWS,https://i.postimg.cc/pvZ7QzLp/1000-t72b.jpg,12.08.2022,12/08/2022
https://postlmg.cc/rwVpBPxz,https://i.postimg.cc/5bvFCct5/1002-t64bv-destr.jpg,2022 02.10,2022/02/10
https://postlmg.cc/qRvPnyXM,https://i.postimg.cc/w6XgCk1J/1009-t64bv-destr-06-12-22.jpg,06.12.2022,06/12/2022
https://postlmg.cc/SQBFmB96,https://i.postimg.cc/k94nv9Xp/1002-unkn-tank-destr-10-02-23.jpg,10.02.2023,10/02/2023
https://postlmg.cc/nL87YCsz,https://i.postimg.cc/Cw5N08Sj/1015-t64bv-destr-05-03-23.jpg,05.03.2023,05/03/2023
https://postlmg.cc/W4JYCLMd,https://i.postimg.cc/CwvyZw5s/1063-T-64-BV-destr-14-05-23.jpg,14.05.2023,14/05/2023
https://postlmg.cc/RCbVZqfr,https://i.postimg.cc/CYwZJqxK/1003-T-64-BV-destr-26-05-23.jpg,26.05.2023,26/05/2023
https://postlmg.cc/xCxJ91vh,https://i.postimg.cc/Q8spkBH8/1017-t64bv-destr-20-04-23.jpg,20.04.2023,20/04/2023
https://postlmg.cc/fy7MKQJL,https://i.postimg.cc/2kM3CzY4/1040-T64bv-2x-bmp1-destr-18-07-23.jpg,"18,07.2023",18/07/2023
https://postlmg.cc/9XwQ7HVK,https://i.postimg.cc/tb2Z89cq/1004-t64bv-destr-31-05-23.jpg,31.05.2023,31/05/2023
https://postlmg.cc/wTcQZgWp,https://i.postimg.cc/rc7ZdpxK/1012-t64bv-destr-01-08-23.jpg,01.08.2023,01/08/2023
https://postlmg.cc/0yk0qF3J,https://i.postimg.cc/0PmW7q0Z/1023-T-64-BV-destr15-06-23.jpg,15.06.2023,15/06/2023
https://postlmg.cc/QMgYnYvD,https://i.postimg.cc/KmCXjdN1/1009-t64bv-destr-25-01-23.jpg,25.01.2023,25/01/2023
https://postlmg.cc/DwcdZ1KV,https://i.postimg.cc/Vmx7KFGN/1002-T-64-BV-AMN-590951-and-BMP2-destr-13-10-23.jpg,13.0202 13,13/0202/13
https://postlmg.cc/fTTSrFKN,https://i.postimg.cc/Bs25XfPX/1036-t64bv-destr-16-10-23.jpg,16.0020 16,16/0020/16
https://postlmg.cc/RqK9zGbg,https://i.postimg.cc/Mxzj2kvH/v60.png,043/2002 043,043/2002/043
https://postlmg.cc/8c7Fcgw5,https://i.postimg.cc/y1P0fVZF/1001-t64bv-dam-11-06-23.jpg,4452 31.06,4452/31/06
https://postlmg.cc/857XmMJg,https://i.postimg.cc/HpzGHtTn/1069-t80bv-dam-02-10-23.jpg,02.10.2023,02/10/2023
https://postlmg.cc/ydGDx8dC,https://i.postimg.cc/cxxwDKGC/1037-t64bv-dam-14-10-23.jpg,14.10.2023,14/10/2023
https://postlmg.cc/2SxhnNXW,https://i.postimg.cc/Dn96k2rx/545.jpg,04.06.2022,04/06/2022
https://postlmg.cc/jSJ8dJ3K,https://i.postimg.cc/2r0gGQ4q/1042-t72b-aband-11-10-23.jpg,11.10.2023,11/10/2023
https://postlmg.cc/RVPvm2Tw,https://i.postimg.cc/Tfx1V6LN/1000-t64bv-capt.jpg,"22,10.2022",22/10/2022
https://postlmg.cc/Gmh6ZzQv,https://i.postimg.cc/R4c9JDJp/31d.png,2913/2022 2913,2913/2022/2913
https://postlmg.cc/W4kWxSLT,https://i.postimg.cc/7qBFGQKG/7769.jpg,0104.2022 022,0104/2022/022
https://postlmg.cc/59CtGKz2,https://i.postimg.cc/XW2yrT7d/1018-t72ural-dam-aband-19-05-23.jpg,19.05.2023,19/05/2023
https://postlmg.cc/mrQPXJDB,https://i.postimg.cc/D7N1ZK3J/e1.png,1009.2022 100,1009/2022/100
https://postlmg.cc/kX7BT8yc,https://i.postimg.cc/GryGhx8Z/65.jpg,79.04.2022,79/04/2022
https://postlmg.cc/Dy6Y8N89,https://i.postimg.cc/tpG0mQy4/g7.jpg,16.04.2022,16/04/2022
https://postlmg.cc/tg0SKYHf,https://i.postimg.cc/8Tc2r6X1/2216.jpg,26.04.2022,26/04/2022
https://postlmg.cc/bvVFDzy9,https://i.postimg.cc/mbTxnDKJ/326.png,266/2022 266,266/2022/266
https://postlmg.cc/rw2xrW1L,https://i.postimg.cc/Dn8gRPmm/1000-t72a.jpg,12/04/2022,12/04/2022
https://postlmg.cc/j2vzgkHW,https://i.postimg.cc/T2vCPzhc/2022-05-05-t-72a.jpg,05/05/2022,05/05/2022
https://postlmg.cc/3JmzYVhg,https://i.postimg.cc/0xBvd1HH/2022-04-16-T-72-A-destroyed-Velyka-Dymerka.jpg,16/04/2020,16/04/2020
https://postlmg.cc/k465XfpW,https://i.postimg.cc/F9Gkp6bC/4380.png,2022 2022 2022,2022/2022/2022
https://postlmg.cc/66MQpsXm,https://i.postimg.cc/Fm4kGmnN/1046-72-A-destr-20-08-23.jpg,20.082.023,20/082/023
https://postlmg.cc/0jTSbC5M,https://i.postimg.cc/HWx9vSf2/1012.jpg,24.07.2022,24/07/2022
https://postlmg.cc/q7Pd3TMR,https://i.postimg.cc/LHX4G9cz/5g4.jpg,12.05/27,12/05/27
https://postlmg.cc/pLvwFKqy,https://i.postimg.cc/pR5R3ZjQ/1009-1x-t72b-1x-t72-A-dam-aband-07-02-23.jpg,02.2023 023,02/2023/023
https://postlmg.cc/DwFvf0H4,https://i.postimg.cc/mB1twFSj/1016-BREM-1-BTR-82-A-T-72-A-T-72-B3-dam-aband-08-07-23.jpg,08.07.2023,08/07/2023
https://postlmg.cc/3N1qRr1N,https://i.postimg.cc/zDYYxVRC/1015-t72a-dam-aband-04-08-23.jpg,04.08.20,04/08/20
https://postlmg.cc/DfBZsDkg,https://i.postimg.cc/fZh94n86/558.png,10.03.202,10/03/202
https://postlmg.cc/tTk2850K,https://i.postimg.cc/385V4Stx/1d4.jpg,10.03.202,10/03/202
https://postlmg.cc/wB7PKkxS,https://i.postimg.cc/nnktDdyc/f9.jpg,2022 1604 16,2022/1604/16
https://postlmg.cc/mrW6qDwc,https://i.postimg.cc/LmJKJggV/2022-03-01-T-72-AV-Makoshyne.jpg,01/03/2022,01/03/2022
https://postlmg.cc/nrvf8dH7,https://i.postimg.cc/gz7zZ5QM/75.jpg,25.04.2022,25/04/2022
https://postlmg.cc/3RNv9FcH,https://i.postimg.cc/5xqS4P5j/5547.jpg,4202 12.042,4202/12/042
https://postlmg.cc/76DLfwhp,https://i.postimg.cc/qk66D7TM/1040-t80bv-and-t80bvm-destr-20-08-23.jpg,20.08.2023,20/08/2023
https://postlmg.cc/1RJLbc6f,https://i.postimg.cc/xY2nJ61y/689.png,2022 10/3202,2022/10/3202
https://postlmg.cc/Y0ZfvWm2,https://i.postimg.cc/tRCrmdq6/d67.png,2022 11/3120,2022/11/3120
https://postlmg.cc/HLP22qvC,https://i.postimg.cc/CFwQFYjd/4880.png,02.04.2022,02/04/2022
https://postlmg.cc/fR99sv0Q,https://i.postimg.cc/1sW-cpCmX/1019-t72av-capt.jpg,"12 10,2022",12/10/2022
https://postlmg.cc/1XwLVN2J,https://i.postimg.cc/ZbMZg8ct/1366.png,26/02/2020,26/02/2020
https://postlmg.cc/nVC3Hb5N,https://i.postimg.cc/vyvktGv8/v90.png,2813/2022 2813,2813/2022/2813
https://postlmg.cc/ZRSh28Hf,https://i.postimg.cc/w6tTtFmd/1019-t72b-destr-18-06-23.png,18.06.2023,18/06/2023
https://postlmg.cc/7LsDvrGm,https://i.postimg.cc/gYd0ZYYF/b900.png,7022 04/3202,7022/04/3202
https://postlmg.cc/LhdGMJ7x,https://i.postimg.cc/v8Dyf9vw/7j0.jpg,19.03.2022,19/03/2022
https://postlmg.cc/QCRJKWZ1,https://i.postimg.cc/ZYq7grf7/4399.png,20/3122 20,20/3122/20
https://postlmg.cc/YCF8cM3t,https://i.postimg.cc/WTWyk4qq/1002-t72b.jpg,07.04.2022,07/04/2022
https://postlmg.cc/PxGCwgBx,https://i.postimg.cc/qkqy90w8/h0.jpg,23.03.2022,23/03/2022
https://postlmg.cc/QCzVxN6g,https://i.postimg.cc/zDzh7VKQ/t12.png,2813/2022 2813,2813/2022/2813
https://postlmg.cc/MK7H2bYN,https://i.postimg.cc/tyfx6Bnq/64.png,31.03.202,31/03/202
https://postlmg.cc/5ys6c7Ky,https://i.postimg.cc/PfjZw0mW/653.png,2022 2173/2022,2022/2173/2022
https://postlmg.cc/kXhmxnxZ,https://i.postimg.cc/Z4J5zn0T/g65.jpg,31.03.2022,31/03/2022
https://postlmg.cc/dV04yqpr,https://i.postimg.cc/FNyqwzxW/d8.jpg,"31.03,2022",31/03/2022
https://postlmg.cc/FHnGbMXq,https://i.postimg.cc/qppYrrbk/13.jpg,373/2022 3173,373/2022/3173
https://postlmg.cc/ZnVfz5bh,https://i.postimg.cc/QNrv5FvV/sx.jpg,2022 0104 0104,2022/0104/0104
https://postlmg.cc/bwLgHcHD,https://i.postimg.cc/ZJzQmJWc/d6.jpg,02.04 2022,02/04/2022
https://postlmg.cc/ZCqpTFYY,https://i.postimg.cc/gd5Td7sg/1b.jpg,04.04.2022,04/04/2022
https://postlmg.cc/d02MvR3G,https://i.postimg.cc/6BSBrYNb/1002.jpg,16.07.2022,16/07/2022
https://postlmg.cc/rKPksg0C,https://i.postimg.cc/Qh79d2wX/5.png,02.04.22,02/04/22
https://postlmg.cc/13kJ6tbc,https://i.postimg.cc/jR59pnX9/65h.jpg,04-04-2022,04/04/2022
https://postlmg.cc/85VDbhxw,https://i.postimg.cc/J1snMxxw/f46.jpg,05.04.2022,05/04/2022
https://postlmg.cc/xTF2ZrWX,https://i.postimg.cc/fDMRJDCf/32117.jpg,05.04.2022,05/04/2022
https://postlmg.cc/5y7ZDvKh,https://i.postimg.cc/1RssnrG3/66.jpg,05.04.2022,05/04/2022
https://postlmg.cc/mDwxNKY2,https://i.postimg.cc/vYRQMsD9/677.jpg,05.04.2022,05/04/2022
https://postlmg.cc/rF0xgMxn,https://i.postimg.cc/Mxt56GTS/87.jpg,"000 20,000",000/20/000
https://postlmg.cc/fLDbXZk5,https://i.postimg.cc/vQ6xJZyR/d5.jpg,04.04.2022,04/04/2022
https://postlmg.cc/pdtCR4Gz,https://i.postimg.cc/CwRQHVbP/1003-t72b.jpg,"17,04,2022",17/04/2022
https://postlmg.cc/SsSGz8pK,https://i.postimg.cc/D2spHdj1/1004-t72b.jpg,17/04/2022,17/04/2022
https://postlmg.cc/vHJLtCdk,https://i.postimg.cc/WT3WTPYN/1005-t72b.jpg,2005/2002 2005,2005/2002/2005
https://postlmg.cc/wMNNW0t9,https://i.postimg.cc/sj6JgLsG/471.png,1104.2022 1104,1104/2022/1104
https://postlmg.cc/cCPmCv3L,https://i.postimg.cc/7PZQB7Y0/79.jpg,11.04.2022,11/04/2022
https://postlmg.cc/4HT6Q4r9,https://i.postimg.cc/0kfFYSw-R/89.png,"2022 1104,2022",2022/1104/2022
https://postlmg.cc/5yXs16gn,https://i.postimg.cc/0kfFYSw-R/89.png,"2022 1104,2022",2022/1104/2022
https://postlmg.cc/5NvNKM1Y,https://i.postimg.cc/CYrB1FQN/387.jpg,"160,000 16",160/000/16
https://postlmg.cc/Z55738s4,https://i.postimg.cc/L2zrcvzY/55.png,20.04.2022,20/04/2022
https://postlmg.cc/K8hV48Js,https://i.postimg.cc/2r1fcqvm/b3.jpg,06.05.202,06/05/202
https://postlmg.cc/V6vZ2rk5,https://i.postimg.cc/4JQC7pCv/b4.jpg,"06,052 06",06/052/06
https://postlmg.cc/vDFP10L6,https://i.postimg.cc/PfN0RcCK/b5.jpg,06.05.202,06/05/202
https://postlmg.cc/rwFNQzDh,https://i.postimg.cc/L2jQ412M/4f3.png,08.05.2022,08/05/2022
https://postlmg.cc/d0HHqhh8,https://i.postimg.cc/yVBwy9Br/dd30.jpg,18.05.22,18/05/22
https://postlmg.cc/MZP1tvq7,https://i.postimg.cc/tyyDqxcM/dd3.jpg,2022 16.0520,2022/16/0520
https://postlmg.cc/tCsWcp4L,https://i.postimg.cc/BsgpXv9Q/dd4.jpg,05.2022 16,05/2022/16
https://postlmg.cc/4xNbMmqg,https://i.postimg.cc/PT13CDMP/f43.jpg,17.05 22,17/05/22
https://postlmg.cc/htL4s02S,https://i.postimg.cc/c0jKs9Y8/g5.jpg,13.05.22,13/05/22
https://postlmg.cc/1R864rPm,https://i.postimg.cc/VwRFGKVC/66655.jpg,29.05.2022,29/05/2022
https://postlmg.cc/63d4c17J,https://i.postimg.cc/knHNn0q4/2022-09-28-T-72.jpg,28/09/2022,28/09/2022
https://postlmg.cc/GtWpsVp3,https://i.postimg.cc/kM4RLd3S/1014.jpg,08.07.2022,08/07/2022
https://postlmg.cc/XJXdKG76,https://i.postimg.cc/js4cbPp2/1012.jpg,2022 25.0720,2022/25/0720
https://postlmg.cc/RCykfvLk,https://i.postimg.cc/Qsdh2t9d/1005-t72b.jpg,20.03.2022,20/03/2022
https://postlmg.cc/T3GDrcyZ,https://i.postimg.cc/JMH5C6R4/1004-t72b.jpg,06.08.2022,06/08/2022
https://postlmg.cc/rmfPfp1n,https://i.postimg.cc/RSmxV6NB/286.png,01.05.2022,01/05/2022
https://postlmg.cc/15mLp1Wr,https://i.postimg.cc/q0y4HkyS/1016-t72b-destr.jpg,"30.09,2022",30/09/2022
https://postlmg.cc/j29sgkKq,https://i.postimg.cc/9XXrfvn9/1001-T-72-B-destr-23-05-23.jpg,23.05.2023,23/05/2023
https://postlmg.cc/BnQK2Wcb,https://i.postimg.cc/2rn7Rr1Q/1001-t72b.jpg,28.08.2022,28/08/2022
https://postlmg.cc/gjvnW3xc,https://i.postimg.cc/WNyr0njZ/1006-t72b.jpg,"300,202 300",300/202/300
https://postlmg.cc/yxxk4wMR,https://i.postimg.cc/byHbbPLm/1007-t72b.jpg,21.09.2022,21/09/2022
https://postlmg.cc/SRPjyg4v,https://i.postimg.cc/ryV4NHPM/1008-t72b.jpg,"21.09,2022",21/09/2022
https://postlmg.cc/C5Gtt2Xr,https://i.postimg.cc/XjmbZS8W/55420.png,"109.12,202",109/12/202
https://postlmg.cc/SjbR66Mq,https://i.postimg.cc/SQJ9pVQX/1007-t72b.jpg,23.09.2022,23/09/2022
https://postlmg.cc/hvFY0K3J,https://i.postimg.cc/9mzjCMdB/2022-05-16-T-72-B.jpg,16/03/2020,16/03/2020
https://postlmg.cc/KjsGGSb7,https://i.postimg.cc/44Xm1sF0/2022-09-20-T-72-B.jpg,24/09/2022,24/09/2022
https://postlmg.cc/hPn9K6Xn,https://i.postimg.cc/xYJg3SYX/1020-1x-t72b-2x-bmp1-1x-bmp2-destr.jpg,07.10.2022,07/10/2022
https://postlmg.cc/sxhDGBYd,https://i.postimg.cc/1mWgTw4t/1502-t72b-destr.jpg,7910-02 7910,7910/02/7910
https://postlmg.cc/KzX343B3,https://i.postimg.cc/dq32H806/1022-t72b-destr.jpg,26.02.2022,26/02/2022
https://postlmg.cc/Gh7FvV3V,https://i.postimg.cc/PThSnngX/2022-05-05-t-72b.jpg,08/05/2022,08/05/2022
https://postlmg.cc/pXttp8Jh,https://i.postimg.cc/vM482t1z/2022-05-12-t-72b.jpg,042 12/05,042/12/05
https://postlmg.cc/dQCYsnrc,https://i.postimg.cc/DhjycMz0/2022-05-12-t-72b-2.jpg,12/03/2022,12/03/2022
https://postlmg.cc/0NyMtT4X,https://i.postimg.cc/TTrVPGJx/2022-06-14-t-72b.jpg,14/06/2022,14/06/2022
https://postlmg.cc/Wz0WQS3G,https://i.postimg.cc/byB7SBfB/2022-06-28-t-72b.jpg,8706/2022 2870,8706/2022/2870
https://postlmg.cc/s2ChNzvv,https://i.postimg.cc/2CV738YF/1000-t72b-destr-24-10.jpg,24.10.2022,24/10/2022
https://postlmg.cc/L4DMBtTj,https://i.postimg.cc/ZZtKmjvs/1019-t72b-destr.png,"15,11.2022",15/11/2022
https://postlmg.cc/wB2VGSkj,https://i.postimg.cc/J1V2G8DZ/1029-t72b-destr-31-05-22.jpg,31.05.2022,31/05/2022
https://postlmg.cc/DwgVGWdV,https://i.postimg.cc/k7r7kK25/1009-t72b-destr.jpg,18.11.2022,18/11/2022
https://postlmg.cc/g2dmqBbL,https://i.postimg.cc/5bQyJZPg/1000-t72b-destr.jpg,2022 19.0420,2022/19/0420
https://postlmg.cc/mgWF7qgv,https://i.postimg.cc/X4pc66SY/1004-t72b-destr.jpg,"08.12,902",08/12/902
https://postlmg.cc/7Pn7NYxv,https://i.postimg.cc/wzSVg7ZB/1004-t72b-destr.jpg,"20,000 20",20/000/20
https://postlmg.cc/Y9RJKWBT,https://i.postimg.cc/GLnrDF73/2022-04-28-T-72-A-destroyed-Chernihiv.jpg,28/04/2022,28/04/2022
https://postlmg.cc/T3xNF4Kx,https://i.postimg.cc/rMR606cD/1004-t72b-destr-12-01-23.jpg,12.01.2023,12/01/2023
https://postlmg.cc/Wbkn2BNn,https://i.postimg.cc/9VxNB2sv/1008-t72b-destr-25-04-22.jpg,25.04.2022,25/04/2022
https://postlmg.cc/CxnWpPXT,https://i.postimg.cc/z8x5W4kB/1026-t72b-destr-30-11-22.jpg,30.11.2022,30/11/2022
https://postlmg.cc/XvdSzZCP,https://i.postimg.cc/XnDjXd7n/1023-t72b-destr-20-01-23.jpg,20.01.2023,20/01/2023
https://postlmg.cc/LX02XWKr,https://i.postimg.cc/fzMLH4HT/1007-t72b-destr-and-bmp1-dam-27-01-23.jpg,27.01.202,27/01/202
https://postlmg.cc/NG85znc2,https://i.postimg.cc/QDw1HLYm/1012-t72b-destr-02-02-23.jpg,02.02.2023,02/02/2023
https://postlmg.cc/3JS2hqGk,https://i.postimg.cc/Z4ZH8tKx/1013-t72b-destr-22-02-23.jpg,22.02.2023,22/02/2023
https://postlmg.cc/y8xd2Xr7,https://i.postimg.cc/q4X3h1s6/1027-t72b-destr-19-10-23.jpg,19.01.2023,19/01/2023
https://postlmg.cc/zfzXh47C,https://i.postimg.cc/PdZLgj8R/1016-t72b-destr-07-03-23.jpg,"07.03,2023",07/03/2023
https://postlmg.cc/cHXzQt2Q,https://i.postimg.cc/qJTdH8GZ/1011-t72b-destr-27-07-22.jpg,27.07.2022,27/07/2022
https://postlmg.cc/ZKmKg905,https://i.postimg.cc/KFkk1B2B/1029-t72b-destr-16-03-23.jpg,16.03.2028,16/03/2028
https://postlmg.cc/vZtVLXkh,https://i.postimg.cc/5bZSJRmh/578.png,2023 26/3120,2023/26/3120
https://postlmg.cc/QMDX1n12,https://i.postimg.cc/dJkLMb1V/1012-t72b-destr-29-03-23.jpg,"03,2023 29",03/2023/29
https://postlmg.cc/cCWRbCcR,https://i.postimg.cc/M6M9XjMF/1008-t72b-bmp1-destr-25-04-23.jpg,25.04.2023,25/04/2023
https://postlmg.cc/66bdS43W,https://i.postimg.cc/k9qf2xPb/1003-t72b-destr-09-06-22.jpg,09.06.2022,09/06/2022
https://postlmg.cc/3wZGZdVH,https://i.postimg.cc/LmcV2PVh/1017-t72b-destr-18-10-22.jpg,"18,10,2022",18/10/2022
https://postlmg.cc/FsMvMnF4,https://i.postimg.cc/z8BfR99V/1005-t72b-destr-10-11-22.jpg,10.11.2022,10/11/2022
https://postlmg.cc/C54Q7GbJ,https://i.postimg.cc/9X3HW103/1047-t72b-destr-15-05-23.jpg,15.05.2023,15/05/2023
https://postlmg.cc/WbTRZ30X,https://i.postimg.cc/yBS7w3x4/1002-t72b-dam-aband-09-05-23.jpg,05.2023 09,05/2023/09
https://postlmg.cc/C1fw3dzQ,https://i.postimg.cc/csF68nZ0/1043-t72b-destr-10-05-23.png,10.05.2023,10/05/2023
https://postlmg.cc/NMkbxQZh,https://i.postimg.cc/zJ9M8Bjf/1025-unkn-tank-destr-24-02-23.jpg,02.2023 24,02/2023/24
https://postlmg.cc/0NSgtzXf,https://i.postimg.cc/fM2wRXx6/1035-t72b-destr-03-06-23.jpg,03.06.2023,03/06/2023
https://postlmg.cc/Bn8R6830,https://i.postimg.cc/NBbtdTP5/1003-t72b-destr-06-06-23.jpg,"20,000 20",20/000/20
https://postlmg.cc/dQk605Nq,https://i.postimg.cc/m4V58qQF/1300-2x-t80bv-destr-20-05-23.jpg,20.05.2023,20/05/2023
